측정월,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
200001,강남구,0.037,0.01,0.2,0.005,6,
200001,강동구,0.035,0.009,0.8,0.005,64,
200001,강북구,0.049,0.003,1.1,0.012,78,
200001,강서구,0.036,0.009,0.8,0.005,42,
200001,관악구,0.01,0.018,0.1,0.004,,
200001,광진구,0.027,0.007,0.8,0.006,20,
200001,구로구,0.038,0.011,0.8,0.005,41,
200001,구로구2,0.029,0.015,0.8,0.004,60,
200001,금천구,0.039,0.006,1.1,0.007,49,
200001,노원구,0.039,0.021,0.8,0.006,64,
200001,도봉구,0.029,0.016,0.9,0.01,58,
200001,도산대로,0.057,0.007,1.4,0.007,47,
200001,동대문구,0.044,0.009,0.1,0.007,5,
200001,동작구,0.037,0.002,0.9,0.009,54,
200001,마포구,0.018,0.012,0.1,0.007,5,
200001,서대문구,,,,,,
200001,서초구,0.04,0.01,0.8,0.007,36,
200001,성동구,0.036,0.003,0.9,0.003,75,
200001,성북구,0.018,0.015,0,0.011,,
200001,송파구,0.035,0.011,0.7,0.007,43,
200001,송파구2,0.037,0.013,0.1,0.009,4,
200001,신촌로,0.044,0.007,1.5,0.008,75,
200001,양천구,0.037,0.005,1.1,0.005,63,
200001,영등포구,0.06,0.014,0.1,0.009,7,
200001,영등포로,0.055,,1.6,,56,
200001,용산구,0.037,0.01,1.3,0.007,,
200001,은평구,0.029,0.019,0.2,0.009,5,
200001,종로구,0.042,0.006,1.6,0.007,64,
200001,중구,0.032,0.013,0.2,0.011,5,
200001,중랑구,0.039,0.011,0.2,0.01,9,
200001,천호대로,,,,,,
200001,청계천로,0.073,,1,,46,
200001,한강대로,,,,,,
200001,홍릉로,0.073,,1.5,,60,
200001,홍지문,,,,,,
200002,강남구,0.047,0.01,1.9,0.009,97,
200002,강동구,0.041,0.01,1,0.007,74,
200002,강북구,0.046,0.011,1.1,0.017,88,
200002,강서구,0.037,0.012,0.8,0.006,49,
200002,관악구,0.042,0.022,1.2,0.008,,
200002,광진구,0.041,0.013,0.7,0.006,71,
200002,구로구,0.039,0.013,0.5,0.007,46,
200002,구로구2,0.03,0.014,0.6,0.004,62,
200002,금천구,0.045,0.007,1,0.008,50,
200002,노원구,0.04,0.026,0.9,0.007,67,
200002,도봉구,0.029,0.019,0.9,0.011,56,
200002,도산대로,0.057,0.008,1.5,0.009,52,
200002,동대문구,0.046,0.014,1.2,0.007,84,
200002,동작구,0.029,0.009,0.8,0.011,59,
200002,마포구,0.05,0.009,1,0.008,96,
200002,서대문구,0.043,0.01,0.9,0.007,47,
200002,서초구,0.039,0.012,0.9,0.009,53,
200002,성동구,0.04,0.008,0.8,0.004,73,
200002,성북구,0.051,0.018,1.6,0.015,,
200002,송파구,0.037,0.015,0.8,0.008,45,
200002,송파구2,0.057,0.013,1,0.01,61,
200002,신촌로,0.052,0.008,1.6,0.012,79,
200002,양천구,0.038,0.012,1.4,0.005,70,
200002,영등포구,0.04,0.012,2,0.01,51,
200002,영등포로,0.059,,1.6,,50,
200002,용산구,0.024,0.014,1.2,0.008,,
200002,은평구,0.037,0.014,1.2,0.009,45,
200002,종로구,0.046,0.015,1.3,0.009,71,
200002,중구,0.027,0.01,1.6,0.009,58,
200002,중랑구,0.043,0.016,1.9,0.01,94,
200002,천호대로,,,,,,
200002,청계천로,0.079,,1.2,,54,
200002,한강대로,,,,,,
200002,홍릉로,0.076,,1.5,,64,
200002,홍지문,,,,,,
200003,강남구,0.039,0.019,1.5,0.006,,
200003,강동구,0.043,0.017,1.1,0.006,93,
200003,강북구,0.049,0.018,1,0.01,119,
200003,강서구,0.039,0.016,0.7,0.005,65,
200003,관악구,0.007,0.033,0.8,0.005,,
200003,광진구,0.045,0.017,0.6,0.006,101,
200003,구로구,0.04,0.017,0.5,0.007,61,
200003,구로구2,0.04,0.021,0.6,0.006,95,
200003,금천구,0.047,0.007,0.9,0.007,81,
200003,노원구,0.044,0.026,0.8,0.009,96,
200003,도봉구,0.034,0.025,0.9,0.009,55,
200003,도산대로,0.059,0.012,1.8,0.011,63,
200003,동대문구,0.046,0.01,2.1,0.005,,
200003,동작구,0.025,0.011,1,0.008,79,
200003,마포구,0.016,0.02,1.4,0.006,,
200003,서대문구,0.046,0.013,0.8,0.008,61,
200003,서초구,0.041,0.021,0.7,0.008,74,
200003,성동구,0.051,0.009,0.7,0.008,101,
200003,성북구,0.028,0.026,1.2,0.011,,
200003,송파구,0.039,0.018,0.7,0.008,51,
200003,송파구2,0.051,0.013,1.3,0.01,,
200003,신촌로,0.052,0.013,1.5,0.014,90,
200003,양천구,0.037,0.016,1.3,0.005,94,
200003,영등포구,0.055,0.023,2,0.011,,
200003,영등포로,0.062,,1.7,,67,
200003,용산구,0.045,0.02,1.1,0.008,57,
200003,은평구,0.031,0.021,1.2,0.008,,
200003,종로구,0.048,0.02,1.1,0.006,96,
200003,중구,0.024,0.018,1.6,0.01,,
200003,중랑구,0.017,0.016,1.1,0.005,,
200003,천호대로,,,,,,
200003,청계천로,0.093,,2,,69,
200003,한강대로,,,,,,
200003,홍릉로,0.072,,1.5,,82,
200003,홍지문,,,,,,
200004,강남구,0.031,0.028,1.1,0.006,87,
200004,강동구,0.034,0.025,0.7,0.008,84,
200004,강북구,0.043,0.018,0.4,0.009,120,
200004,강서구,0.035,0.02,0.7,0.005,57,
200004,관악구,0.008,0.039,1.9,0.004,,
200004,광진구,,,,,,
200004,구로구,0.036,0.023,0.5,0.006,53,
200004,구로구2,0.032,0.027,0.5,0.004,104,
200004,금천구,0.039,0.009,0.7,0.005,83,
200004,노원구,0.04,0.028,0.8,0.008,95,
200004,도봉구,0.029,0.03,0.7,0.008,69,
200004,도산대로,0.058,0.016,1.9,0.01,58,
200004,동대문구,0.039,0.015,0.5,0.006,82,
200004,동작구,0.027,0.011,0.7,0.008,77,
200004,마포구,0.021,0.027,0.5,0.005,86,
200004,서대문구,0.042,0.018,0.7,0.006,55,
200004,서초구,0.039,0.025,0.4,0.006,51,
200004,성동구,0.043,0.017,0.7,0.004,102,
200004,성북구,0.002,0.016,1,0.004,,
200004,송파구,0.034,0.023,0.5,0.006,44,
200004,송파구2,0.048,0.019,0.7,0.009,55,
200004,신촌로,0.046,0.015,1.4,0.009,74,
200004,양천구,0.032,0.019,1.1,0.005,86,
200004,영등포구,0.049,0.025,2.1,0.007,97,
200004,영등포로,0.092,,1.6,,55,
200004,용산구,0.037,0.023,1,0.007,68,
200004,은평구,0.027,0.029,1.1,0.006,60,
200004,종로구,0.051,0.025,1.4,0.006,95,
200004,중구,0.029,0.022,1.9,0.009,69,
200004,중랑구,0.034,0.023,1.6,0.009,65,
200004,천호대로,,,,,,
200004,청계천로,0.06,,1.6,,73,
200004,한강대로,,,,,,
200004,홍릉로,0.07,,1.4,,77,
200004,홍지문,,,,,,
200005,강남구,0.031,0.024,0.8,0.004,94,
200005,강동구,0.033,0.023,0.5,0.004,66,
200005,강북구,0.046,0.02,0.5,0.009,102,
200005,강서구,0.04,0.022,0.8,0.004,48,
200005,관악구,0.01,0.039,0.6,0.003,,
200005,광진구,,,,,,
200005,구로구,0.037,0.024,0.5,0.005,56,
200005,구로구2,0.033,0.026,0.7,0.005,83,
200005,금천구,0.04,0.014,0.6,0.004,70,
200005,노원구,0.044,0.029,0.9,0.009,78,
200005,도봉구,0.034,0.031,0.7,0.008,87,
200005,도산대로,0.065,0.014,1.9,0.008,57,
200005,동대문구,0.035,0.012,0.6,0.006,73,
200005,동작구,0.039,0.016,0.6,0.004,60,
200005,마포구,0.028,0.027,0.5,0.005,74,
200005,서대문구,0.049,0.018,0.6,0.005,53,
200005,서초구,0.042,0.028,0.3,0.006,61,
200005,성동구,0.051,0.019,0.8,0.004,82,
200005,성북구,0.008,0.02,1,0.012,,
200005,송파구,0.037,0.026,0.6,0.006,47,
200005,송파구2,0.048,0.019,1.1,0.01,52,
200005,신촌로,0.05,0.015,1.4,0.008,79,
200005,양천구,0.035,0.021,0.8,0.006,68,
200005,영등포구,0.043,0.018,0.9,0.006,57,
200005,영등포로,0.09,,1.6,,57,
200005,용산구,0.047,0.026,0.8,0.006,54,
200005,은평구,0.028,0.028,0.6,0.005,38,
200005,종로구,0.054,0.023,0.5,0.005,78,
200005,중구,0.023,0.022,1.2,0.009,78,
200005,중랑구,0.025,0.024,1.9,0.01,92,
200005,천호대로,,,,,,
200005,청계천로,0.063,,1.6,,77,
200005,한강대로,,,,,,
200005,홍릉로,0.081,,1.5,,78,
200005,홍지문,,,,,,
200006,강남구,0.025,0.029,0.7,0.007,110,
200006,강동구,0.034,0.026,0.5,0.003,73,
200006,강북구,0.045,0.025,0.6,0.004,119,
200006,강서구,0.041,0.022,0.5,0.004,89,
200006,관악구,0.009,0.037,0.6,0.003,,
200006,광진구,,,,,,
200006,구로구,0.036,0.025,0.4,0.004,80,
200006,구로구2,0.025,0.021,0.7,0.003,72,
200006,금천구,0.041,0.021,0.4,0.005,74,
200006,노원구,0.039,0.032,0.6,0.006,80,
200006,도봉구,0.034,0.033,0.7,0.006,98,
200006,도산대로,0.062,0.014,2,0.008,66,
200006,동대문구,0.031,0.018,0.5,0.009,73,
200006,동작구,0.039,0.021,0.6,0.004,63,
200006,마포구,0.033,0.029,1.4,0.007,,
200006,서대문구,0.051,0.022,0.6,0.006,78,
200006,서초구,0.041,0.029,0.3,0.005,66,
200006,성동구,0.047,0.022,0.6,0.003,75,
200006,성북구,0.045,0.022,0.8,0.01,,
200006,송파구,0.032,0.029,0.6,0.005,52,
200006,송파구2,0.037,0.026,1.2,0.01,60,
200006,신촌로,0.047,0.02,1.5,0.01,90,
200006,양천구,0.037,0.03,0.6,0.006,82,
200006,영등포구,0.04,0.03,0.8,0.005,63,
200006,영등포로,0.084,,1.6,,67,
200006,용산구,0.052,0.026,0.9,0.005,89,
200006,은평구,0.022,0.029,0.9,0.007,46,
200006,종로구,0.064,0.028,0.6,0.006,89,
200006,중구,0.021,0.021,1.1,0.009,86,
200006,중랑구,0.022,0.028,1.2,0.004,91,
200006,천호대로,,,,,,
200006,청계천로,0.061,,1.6,,106,
200006,한강대로,,,,,,
200006,홍릉로,0.071,,1.5,,89,
200006,홍지문,,,,,,
200007,강남구,0.017,0.025,0.6,0.004,78,
200007,강동구,0.027,0.026,0.8,0.002,61,
200007,강북구,0.035,0.024,0.4,0.002,87,
200007,강서구,0.029,0.023,0.4,0.002,61,
200007,관악구,0.009,0.031,0.4,0.004,,
200007,광진구,0.029,0.026,0.7,0.004,58,
200007,구로구,0.027,0.023,0.4,0.003,89,
200007,구로구2,0.017,0.024,0.6,0.005,57,
200007,금천구,0.027,0.019,0.5,0.003,66,
200007,노원구,0.024,0.029,0.5,0.007,63,
200007,도봉구,0.021,0.029,0.6,0.004,85,
200007,도산대로,0.055,0.015,1.5,0.006,57,
200007,동대문구,0.022,0.023,1.5,0.008,52,
200007,동작구,0.02,0.014,0.4,0.004,50,
200007,마포구,0.035,0.025,0.8,0.006,52,
200007,서대문구,0.038,0.021,0.7,0.003,76,
200007,서초구,0.032,0.025,0.3,0.003,56,
200007,성동구,0.033,0.023,0.6,0.002,60,
200007,성북구,0.023,0.03,0.6,0.01,,
200007,송파구,0.023,0.024,0.7,0.003,47,
200007,송파구2,0.03,0.025,0.9,0.007,44,
200007,신촌로,0.036,0.017,1.5,0.006,97,
200007,양천구,0.03,0.028,0.5,0.004,66,
200007,영등포구,0.021,0.026,1,0.007,56,
200007,영등포로,0.071,,1.6,,89,
200007,용산구,0.047,0.023,1.7,0.003,96,
200007,은평구,0.017,0.029,1,0.009,43,
200007,종로구,0.042,0.026,0.5,0.004,73,
200007,중구,0.015,0.017,1.5,0.006,55,
200007,중랑구,0.012,0.026,0.9,0.006,84,
200007,천호대로,,,,,,
200007,청계천로,0.046,,1.4,,84,
200007,한강대로,,,,,,
200007,홍릉로,0.052,,1.4,,75,
200007,홍지문,,,,,,
200008,강남구,0.014,0.014,0.6,0.004,45,
200008,강동구,0.02,0.014,0.5,0.002,40,
200008,강북구,0.031,0.012,0.5,0.003,44,
200008,강서구,0.026,0.014,0.5,0.002,32,
200008,관악구,0.01,0.02,0.4,0.004,,
200008,광진구,0.022,0.015,0.5,0.002,32,
200008,구로구,0.026,0.014,0.5,0.003,23,
200008,구로구2,0.022,0.015,0.6,0.004,35,
200008,금천구,0.02,0.012,0.3,0.003,34,
200008,노원구,0.021,0.02,0.6,0.006,32,
200008,도봉구,0.017,0.018,0.5,0.002,53,
200008,도산대로,0.051,0.011,1.4,0.004,29,
200008,동대문구,0.02,0.023,1,0.006,36,
200008,동작구,0.014,0.006,0.5,0.004,29,
200008,마포구,0.034,0.018,0.7,0.008,32,
200008,서대문구,,,,,,
200008,서초구,0.027,0.013,0.3,0.002,28,
200008,성동구,0.026,0.012,0.5,0.002,37,
200008,성북구,0.017,0.021,0.4,0.01,,
200008,송파구,0.02,0.013,0.7,0.002,29,
200008,송파구2,0.025,0.017,0.6,0.009,28,
200008,신촌로,0.03,0.008,1.4,0.004,59,
200008,양천구,0.026,0.017,0.6,0.004,35,
200008,영등포구,0.019,0.013,0.9,0.007,41,
200008,영등포로,0.058,,1.4,,34,
200008,용산구,0.024,0.018,0.7,0.002,40,
200008,은평구,0.015,0.021,0.7,0.004,38,
200008,종로구,0.025,0.016,0.4,0.004,41,
200008,중구,0.019,0.008,1.5,0.005,38,
200008,중랑구,0.014,0.016,1,0.006,64,
200008,천호대로,,,,,,
200008,청계천로,0.039,,1.2,,48,
200008,한강대로,,,,,,
200008,홍릉로,,,,,,
200008,홍지문,,,,,,
200009,강남구,0.031,0.017,0.6,0.004,47,
200009,강동구,0.03,0.019,0.5,0.002,46,
200009,강북구,0.036,0.013,0.6,0.003,53,
200009,강서구,0.035,0.016,0.6,0.003,49,
200009,관악구,0.018,0.028,0.7,0.005,,
200009,광진구,0.025,0.019,0.5,0.002,45,
200009,구로구,0.037,0.015,0.8,0.004,32,
200009,구로구2,0.033,0.018,0.6,0.004,42,
200009,금천구,0.033,0.011,0.5,0.002,47,
200009,노원구,0.028,0.023,0.6,0.004,42,
200009,도봉구,0.026,0.02,0.6,0.004,49,
200009,도산대로,0.055,0.013,1.3,0.004,31,
200009,동대문구,0.021,0.014,1.5,0.005,48,
200009,동작구,0.026,0.009,0.6,0.003,35,
200009,마포구,0.029,0.018,1.2,0.011,49,
200009,서대문구,0.038,0.015,0.7,0.003,36,
200009,서초구,0.034,0.016,0.3,0.003,29,
200009,성동구,0.033,0.013,0.6,0.003,41,
200009,성북구,0.02,0.022,1.3,0.007,,
200009,송파구,0.027,0.013,0.5,0.003,31,
200009,송파구2,0.025,0.015,1.1,0.016,34,
200009,신촌로,0.037,0.009,1.4,0.005,58,
200009,양천구,0.038,0.017,0.9,0.005,46,
200009,영등포구,0.035,0.019,1.4,0.008,35,
200009,영등포로,0.068,,1.3,,32,
200009,용산구,0.031,0.021,0.6,0.003,52,
200009,은평구,0.017,0.025,0.7,0.003,35,
200009,종로구,0.039,0.021,0.7,0.004,53,
200009,중구,0.017,0.009,1.2,0.005,38,
200009,중랑구,0.025,0.017,1.4,0.005,62,
200009,천호대로,,,,,,
200009,청계천로,0.043,,1.3,,49,
200009,한강대로,,,,,,
200009,홍릉로,0.063,,1.2,,47,
200009,홍지문,,,,,,
200010,강남구,0.034,0.01,1.4,0.006,79,
200010,강동구,0.049,0.008,0.9,0.003,80,
200010,강북구,0.041,0.008,1,0.003,82,
200010,강서구,0.043,0.01,0.8,0.004,61,
200010,관악구,0.029,0.021,1,0.007,,
200010,광진구,0.036,0.01,0.7,0.003,75,
200010,구로구,0.048,0.008,1.2,0.006,43,
200010,구로구2,0.03,0.013,0.8,0.005,74,
200010,금천구,0.045,0.006,1,0.004,64,
200010,노원구,0.04,0.021,1.1,0.006,71,
200010,도봉구,0.037,0.014,0.9,0.007,57,
200010,도산대로,0.054,0.006,1.6,0.005,49,
200010,동대문구,0.025,0.018,1.5,0.009,57,
200010,동작구,0.036,0.008,1.1,0.006,58,
200010,마포구,0.036,0.011,1.5,0.01,90,
200010,서대문구,0.049,0.008,0.9,0.005,57,
200010,서초구,0.045,0.008,0.5,0.004,37,
200010,성동구,0.04,0.006,0.9,0.005,73,
200010,성북구,0.022,0.017,1.2,0.013,,
200010,송파구,0.034,0.009,0.8,0.003,46,
200010,송파구2,0.017,0.009,1,0.012,45,
200010,신촌로,,,,,,
200010,양천구,0.046,0.01,1.3,0.006,72,
200010,영등포구,0.04,0.012,1.8,0.011,45,
200010,영등포로,0.078,,1.5,,61,
200010,용산구,0.044,0.015,0.9,0.005,74,
200010,은평구,0.029,0.017,0.7,0.006,39,
200010,종로구,0.041,0.011,1.3,0.008,83,
200010,중구,0.03,0.007,1.4,0.007,60,
200010,중랑구,0.038,0.011,2.1,0.008,91,
200010,천호대로,,,,,,
200010,청계천로,0.057,,1.6,,68,
200010,한강대로,,,,,,
200010,홍릉로,0.087,,1.5,,65,
200010,홍지문,,,,,,
200011,강남구,0.041,0.007,1.7,0.006,83,
200011,강동구,0.049,0.005,1.1,0.005,94,
200011,강북구,0.05,0.005,0.9,0.005,97,
200011,강서구,0.044,0.007,0.8,0.005,68,
200011,관악구,0.028,0.015,0.8,0.006,,
200011,광진구,0.041,0.008,0.8,0.005,101,
200011,구로구,0.051,0.006,1.1,0.007,46,
200011,구로구2,0.027,0.008,0.9,0.005,93,
200011,금천구,0.05,0.004,1.1,0.004,69,
200011,노원구,0.042,0.019,1.3,0.007,86,
200011,도봉구,0.039,0.012,1,0.009,69,
200011,도산대로,0.063,0.004,1.5,0.007,58,
200011,동대문구,0.037,0.012,1.3,0.006,69,
200011,동작구,0.039,0.005,1.5,0.004,64,
200011,마포구,0.043,0.008,1.6,0.007,86,
200011,서대문구,0.048,0.006,1.1,0.006,66,
200011,서초구,0.043,0.005,0.6,0.006,36,
200011,성동구,0.043,0.005,1,0.006,95,
200011,성북구,0.024,0.014,0.9,0.011,,
200011,송파구,0.042,0.008,0.9,0.004,54,
200011,송파구2,0.032,0.011,0.9,0.009,58,
200011,신촌로,0.099,0.005,1.9,0.009,68,
200011,양천구,0.046,0.005,1.3,0.007,80,
200011,영등포구,0.033,0.011,1.2,0.01,49,
200011,영등포로,0.082,,1.7,,65,
200011,용산구,0.046,0.009,0.8,0.006,77,
200011,은평구,0.03,0.011,0.8,0.006,41,
200011,종로구,0.054,0.009,0.8,0.007,91,
200011,중구,0.047,0.008,1.6,0.015,64,
200011,중랑구,0.048,0.01,1.4,0.008,90,
200011,천호대로,,,,,,
200011,청계천로,0.058,,1.6,,74,
200011,한강대로,,,,,,
200011,홍릉로,0.097,,1.6,,65,
200011,홍지문,,,,,,
200012,강남구,0.039,0.008,1.7,0.007,77,
200012,강동구,0.051,0.005,1.1,0.006,98,
200012,강북구,0.051,0.006,1,0.004,96,
200012,강서구,0.04,0.008,0.8,0.006,65,
200012,관악구,0.028,0.018,1.4,0.008,,
200012,광진구,0.047,0.007,0.8,0.007,91,
200012,구로구,0.043,0.006,1,0.008,48,
200012,구로구2,0.024,0.01,1,0.005,89,
200012,금천구,0.054,0.005,1.2,0.004,67,
200012,노원구,0.038,0.018,1.3,0.008,81,
200012,도봉구,0.036,0.013,1.1,0.009,65,
200012,도산대로,0.061,0.006,1.5,0.007,54,
200012,동대문구,0.038,0.011,1.7,0.005,76,
200012,동작구,0.048,0.007,0.7,0.007,59,
200012,마포구,0.049,0.007,1.7,0.014,81,
200012,서대문구,,,,,,
200012,서초구,,,,,,
200012,성동구,0.044,0.006,0.9,0.006,88,
200012,성북구,0.032,0.011,1,0.012,,
200012,송파구,0.035,0.008,1,0.005,54,
200012,송파구2,0.049,0.011,0.9,0.011,50,
200012,신촌로,0.089,0.006,1.8,0.01,71,
200012,양천구,0.037,0.004,1.4,0.007,76,
200012,영등포구,0.033,0.01,1.5,0.008,49,
200012,영등포로,0.073,,1.4,,68,
200012,용산구,0.048,0.009,0.8,0.008,85,
200012,은평구,0.034,0.014,1.3,0.004,38,
200012,종로구,0.048,0.009,0.8,0.006,97,
200012,중구,0.036,0.008,1.8,0.01,49,
200012,중랑구,0.055,0.012,1.5,0.007,87,
200012,천호대로,,,,,,
200012,청계천로,0.06,,1.6,,78,
200012,한강대로,,,,,,
200012,홍릉로,0.097,,1.7,,63,
200012,홍지문,,,,,,
201000,강남구,,,,,,
201000,강남대로,,,,,,
201000,강동구,,,,,,
201000,강변북로,,,,,,
201000,강북구,,,,,,
201000,강서구,,,,,,
201000,관악구,,,,,,
201000,광진구,,,,,,
201000,구로구,,,,,,
201000,금천구,,,,,,
201000,노원구,,,,,,
201000,도봉구,,,,,,
201000,도산대로,,,,,,
201000,동대문구,,,,,,
201000,동작구,,,,,,
201000,마포구,,,,,,
201000,서대문구,,,,,,
201000,서초구,,,,,,
201000,성동구,,,,,,
201000,성북구,,,,,,
201000,송파구,,,,,,
201000,신촌로,,,,,,
201000,양천구,,,,,,
201000,영등포구,,,,,,
201000,영등포로,,,,,,
201000,용산구,,,,,,
201000,은평구,,,,,,
201000,종로,,,,,,
201000,종로구,,,,,,
201000,중구,,,,,,
201000,중랑구,,,,,,
201000,천호대로,,,,,,
201000,청계천로,,,,,,
201000,한강대로,,,,,,
201000,홍릉로,,,,,,
201000,홍지문,,,,,,
201000,화랑로,,,,,,
201001,강남구,0.05,0.008,0.8,0.007,63,29
201001,강남대로,0.079,0.004,1.3,0.008,77,25
201001,강동구,0.04,0.01,0.5,0.01,49,27
201001,강변북로,0.058,0.005,0.9,0.005,65,31
201001,강북구,0.049,0.015,0.9,0.01,54,26
201001,강서구,0.048,0.01,0.8,0.009,62,37
201001,관악구,0.044,0.009,0.9,0.006,64,24
201001,광진구,0.042,0.012,0.6,0.006,58,23
201001,구로구,0.043,0.01,0.9,0.006,62,24
201001,금천구,0.037,0.012,0.8,0.007,59,28
201001,노원구,0.045,0.012,0.8,0.009,55,25
201001,도봉구,0.039,0.015,0.8,0.007,56,28
201001,도산대로,0.045,0.007,0.8,0.007,64,38
201001,동대문구,0.044,0.01,0.8,0.008,63,23
201001,동작구,0.047,0.013,0.7,0.008,56,23
201001,마포구,0.045,0.007,0.8,0.006,63,35
201001,서대문구,0.042,0.018,0.7,0.008,62,32
201001,서초구,0.044,0.008,0.7,0.006,61,18
201001,성동구,0.041,0.01,0.8,0.006,60,24
201001,성북구,0.048,0.009,0.9,0.006,56,18
201001,송파구,0.04,0.011,0.9,0.007,59,24
201001,신촌로,0.06,0.007,1.2,0.007,61,16
201001,양천구,0.049,0.013,1,0.009,64,19
201001,영등포구,0.05,0.008,0.8,0.009,59,22
201001,영등포로,0.06,0.008,1,0.008,72,27
201001,용산구,0.05,0.012,0.8,0.01,61,18
201001,은평구,0.039,0.014,0.9,0.007,52,24
201001,종로,0.05,0.007,0.6,0.008,60,24
201001,종로구,0.046,0.013,0.9,0.009,59,19
201001,중구,0.043,0.011,1,0.007,58,18
201001,중랑구,0.045,0.011,0.5,0.007,60,20
201001,천호대로,0.052,0.005,0.8,0.008,50,19
201001,청계천로,0.048,0.009,0.8,0.008,56,25
201001,한강대로,0.063,0.007,0.9,0.007,60,16
201001,홍릉로,0.057,0.006,1,0.007,65,19
201001,홍지문,0.049,0.009,0.9,0.008,56,24
201001,화랑로,0.06,0.006,1,0.006,70,25
201002,강남구,0.045,0.011,0.6,0.006,53,17
201002,강남대로,0.076,0.005,1.1,0.006,73,15
201002,강동구,0.036,0.016,0.3,0.008,49,25
201002,강변북로,0.056,0.007,0.8,0.005,61,20
201002,강북구,0.043,0.018,0.6,0.009,45,26
201002,강서구,0.043,0.015,0.7,0.007,52,33
201002,관악구,0.04,0.014,0.7,0.005,56,27
201002,광진구,0.035,0.017,0.6,0.005,47,34
201002,구로구,0.04,0.015,0.8,0.005,53,26
201002,금천구,0.031,0.017,0.6,0.008,53,27
201002,노원구,0.036,0.018,0.6,0.007,46,30
201002,도봉구,0.036,0.018,0.7,0.005,44,35
201002,도산대로,0.04,0.011,0.7,0.005,56,28
201002,동대문구,0.043,0.012,0.6,0.007,52,34
201002,동작구,0.042,0.019,0.5,0.008,47,37
201002,마포구,0.039,0.011,0.7,0.005,54,26
201002,서대문구,0.032,0.024,0.7,0.007,46,28
201002,서초구,0.036,0.012,0.6,0.005,52,27
201002,성동구,0.036,0.015,0.7,0.006,50,28
201002,성북구,0.045,0.011,0.8,0.005,47,34
201002,송파구,0.033,0.016,0.7,0.006,47,24
201002,신촌로,0.053,0.009,1.2,0.006,53,27
201002,양천구,0.045,0.018,0.8,0.008,53,35
201002,영등포구,0.045,0.013,0.8,0.005,51,36
201002,영등포로,0.057,0.009,0.8,0.008,64,23
201002,용산구,0.043,0.014,0.5,0.007,51,30
201002,은평구,0.035,0.019,0.8,0.006,46,32
201002,종로,0.049,0.007,0.6,0.007,58,32
201002,종로구,0.041,0.016,0.6,0.007,50,36
201002,중구,0.039,0.014,0.8,0.005,50,30
201002,중랑구,0.038,0.014,0.6,0.006,48,31
201002,천호대로,0.051,0.011,0.7,0.006,43,21
201002,청계천로,0.047,0.012,0.8,0.008,49,32
201002,한강대로,0.059,0.008,0.8,0.006,46,25
201002,홍릉로,0.055,0.01,0.9,0.006,59,32
201002,홍지문,0.049,0.01,0.8,0.006,47,28
201002,화랑로,0.057,0.008,1,0.005,62,39
201003,강남구,0.039,0.018,0.5,0.004,67,26
201003,강남대로,0.074,0.008,0.9,0.005,79,23
201003,강동구,0.03,0.026,0.2,0.006,64,18
201003,강변북로,0.046,0.014,0.6,0.003,64,19
201003,강북구,0.033,0.028,0.4,0.006,51,18
201003,강서구,0.036,0.024,0.7,0.005,64,19
201003,관악구,0.033,0.021,0.6,0.004,68,22
201003,광진구,0.027,0.028,0.5,0.004,60,16
201003,구로구,0.035,0.024,0.6,0.004,66,18
201003,금천구,0.025,0.026,0.5,0.006,54,22
201003,노원구,0.027,0.029,0.4,0.006,50,26
201003,도봉구,0.024,0.027,0.5,0.004,57,17
201003,도산대로,0.035,0.016,0.7,0.004,71,20
201003,동대문구,0.036,0.017,0.5,0.004,65,21
201003,동작구,0.034,0.03,0.4,0.006,52,26
201003,마포구,0.031,0.017,0.6,0.004,67,25
201003,서대문구,0.026,0.037,0.6,0.004,65,22
201003,서초구,0.032,0.02,0.5,0.005,65,20
201003,성동구,0.027,0.025,0.4,0.007,61,16
201003,성북구,0.036,0.017,0.6,0.004,60,20
201003,송파구,0.025,0.025,0.4,0.004,58,18
201003,신촌로,0.054,0.013,0.9,0.005,66,21
201003,양천구,0.035,0.026,0.7,0.005,56,18
201003,영등포구,0.041,0.024,0.6,0.004,66,26
201003,영등포로,0.053,0.013,0.8,0.006,77,21
201003,용산구,0.036,0.024,0.6,0.006,63,20
201003,은평구,0.027,0.028,0.6,0.005,60,16
201003,종로,0.046,0.016,0.6,0.005,69,22
201003,종로구,0.033,0.026,0.5,0.005,57,20
201003,중구,0.035,0.022,0.7,0.005,65,23
201003,중랑구,0.029,0.019,0.5,0.003,63,16
201003,천호대로,0.045,0.017,0.5,0.006,71,15
201003,청계천로,0.043,0.019,0.6,0.006,62,16
201003,한강대로,0.053,0.012,0.7,0.005,59,18
201003,홍릉로,0.048,0.017,0.7,0.004,63,17
201003,홍지문,0.048,0.014,0.7,0.004,52,19
201003,화랑로,0.053,0.013,0.8,0.004,69,27
201004,강남구,0.044,0.019,0.4,0.004,53,18
201004,강남대로,0.079,0.009,0.9,0.005,58,13
201004,강동구,0.034,0.028,0.3,0.005,50,20
201004,강변북로,0.057,0.013,0.7,0.003,57,21
201004,강북구,0.036,0.03,0.4,0.006,46,16
201004,강서구,0.039,0.027,0.5,0.006,50,16
